1SGE01,1SG17CS001,10,9,10,10,8,CSE,5A
1SGE01,1SG17CS003,10,9,8,5,10,CSE,5A
1SGE01,1SG17CS004,5,10,9,10,10,CSE,5A
1SGE01,1SG17CS005,8,4,5,6,10,CSE,5A
1SGE01,1SG17CS006,10,10,6,10,10,CSE,5A
1SGE01,1SG17CS055,10,10,5,1,2,CSE,5B
1SGE01,1SG17CS056,1,0,9,10,10,CSE,5B
1SGE01,1SG17CS057,1,2,3,6,5,CSE,5B
1SGE01,1SG17CS058,6,3,8,4,5,CSE,5B
1SGE01,1SG17CS059,10,2,3,5,4,CSE,5B
1SGE02,1SG17CS001,2,3,5,7,8,CSE,5A
1SGE02,1SG17CS003,5,8,5,4,9,CSE,5A
1SGE02,1SG17CS004,2,3,5,8,7,CSE,5A
1SGE02,1SG17CS005,7,4,5,4,9,CSE,5A
1SGE02,1SG17CS006,6,9,6,8,6,CSE,5A
1SGE02,1SG17CS055,7,4,1,10,10,CSE,5B
1SGE02,1SG17CS056,10,9,10,10,10,CSE,5B
1SGE02,1SG17CS057,8,5,10,1,7,CSE,5B
1SGE02,1SG17CS058,5,3,6,8,8,CSE,5B
1SGE02,1SG17CS059,8,2,8,5,6,CSE,5B
1SGE05,1SG17CS001,10,10,10,10,9,CSE,5A
1SGE05,1SG17CS003,10,10,8,10,10,CSE,5A
1SGE05,1SG17CS004,10,9,10,9,8,CSE,5A
1SGE05,1SG17CS005,10,8,10,10,10,CSE,5A
1SGE05,1SG17CS006,10,8,9,9,9,CSE,5A
1SGE05,1SG17CS055,10,9,8,8,10,CSE,5B
1SGE05,1SG17CS056,10,9,0,7,7,CSE,5B
1SGE05,1SG17CS057,10,7,1,6,10,CSE,5B
1SGE05,1SG17CS058,0,10,6,10,10,CSE,5B
1SGE05,1SG17CS059,10,10,10,10,10,CSE,5B
1SGE06,1SG17CS001,8,8,8,5,10,CSE,5A
1SGE06,1SG17CS003,7,8,2,10,10,CSE,5A
1SGE06,1SG17CS004,6,7,5,8,10,CSE,5A
1SGE06,1SG17CS005,7,10,10,10,10,CSE,5A
1SGE06,1SG17CS006,5,7,8,10,10,CSE,5A
1SGE06,1SG17CS055,8,4,7,10,6,CSE,5B
1SGE06,1SG17CS056,9,6,8,10,4,CSE,5B
1SGE06,1SG17CS057,9,5,10,10,10,CSE,5B
1SGE06,1SG17CS058,10,3,4,10,10,CSE,5B
1SGE06,1SG17CS059,6,5,2,7,10,CSE,5B
1SGE07,1SG17CS001,10,10,10,10,7,CSE,5A
1SGE07,1SG17CS003,10,8,6,2,2,CSE,5A
1SGE07,1SG17CS004,10,8,9,1,9,CSE,5A
1SGE07,1SG17CS005,10,9,6,6,5,CSE,5A
1SGE07,1SG17CS006,9,3,7,10,7,CSE,5A
1SGE07,1SG17CS055,3,10,8,6,9,CSE,5B
1SGE07,1SG17CS056,4,6,9,8,4,CSE,5B
1SGE07,1SG17CS057,6,3,10,10,10,CSE,5B
1SGE07,1SG17CS058,5,9,0,5,7,CSE,5B
1SGE07,1SG17CS059,4,10,5,2,8,CSE,5B
1SGE12,1SG17CS001,10,10,10,9,9,CSE,5A
1SGE12,1SG17CS003,10,10,9,10,9,CSE,5A
1SGE12,1SG17CS004,9,10,8,7,10,CSE,5A
1SGE12,1SG17CS005,10,10,10,10,10,CSE,5A
1SGE12,1SG17CS006,10,10,10,10,10,CSE,5A
1SGE12,1SG17CS055,10,10,10,10,10,CSE,5B
1SGE12,1SG17CS056,9,9,6,2,9,CSE,5B
1SGE12,1SG17CS057,10,7,7,8,8,CSE,5B
1SGE12,1SG17CS058,10,8,10,8,10,CSE,5B
1SGE12,1SG17CS059,10,10,10,10,9,CSE,5B
1SGE13,1SG17CS001,6,10,9,8,8,CSE,5A
1SGE13,1SG17CS003,5,0,9,10,10,CSE,5A
1SGE13,1SG17CS004,10,6,0,3,0,CSE,5A
1SGE13,1SG17CS005,10,10,10,10,1,CSE,5A
1SGE13,1SG17CS006,10,4,9,8,3,CSE,5A
1SGE13,1SG17CS055,10,5,10,9,10,CSE,5B
1SGE13,1SG17CS056,8,10,7,0,5,CSE,5B
1SGE13,1SG17CS057,6,7,10,10,6,CSE,5B
1SGE13,1SG17CS058,10,6,5,9,10,CSE,5B
1SGE13,1SG17CS059,10,5,7,9,10,CSE,5B
1SGE03,1SG16CS001,10,10,10,10,10,CSE,7A
1SGE03,1SG16CS002,10,10,10,10,10,CSE,7A
1SGE03,1SG16CS003,10,10,10,10,10,CSE,7A
1SGE03,1SG16CS004,18,10,10,10,10,CSE,7A
1SGE03,1SG16CS005,10,0,0,1,1,CSE,7A
1SGE04,1SG16CS413,9,10,10,10,10,CSE,7B
1SGE04,1SG16CS418,7,8,10,10,4,CSE,7B
1SGE04,1SG16CS063,6,10,10,10,10,CSE,7B
1SGE04,1SG16CS067,10,10,10,10,10,CSE,7B
1SGE04,1SG16CS068,2,19,9,8,6,CSE,7B
1SGE08,1SG18CS001,3,6,8,7,5,CSE,3A
1SGE08,1SG18CS002,6,8,10,6,8,CSE,3A
1SGE08,1SG18CS003,9,3,1,5,9,CSE,3A
1SGE08,1SG18CS004,3,6,0,4,10,CSE,3A
1SGE08,1SG18CS005,9,3,0,3,10,CSE,3A
1SGE08,1SG18CS065,10,10,10,10,5,CSE,3B
1SGE08,1SG18CS066,10,9,8,8,10,CSE,3B
1SGE08,1SG18CS068,10,10,10,10,10,CSE,3B
1SGE08,1SG18CS069,10,8,7,8,10,CSE,3B
1SGE08,1SG18CS070,9,8,7,0,6,CSE,3B
1SGE09,1SG18CS001,10,10,10,10,10,CSE,3A
1SGE09,1SG18CS002,8,9,8,10,9,CSE,3A
1SGE09,1SG18CS003,9,9,9,10,9,CSE,3A
1SGE09,1SG18CS004,9,10,9,9,9,CSE,3A
1SGE09,1SG18CS005,9,9,10,9,9,CSE,3A
1SGE09,1SG18CS065,9,9,9,8,0,CSE,3B
1SGE09,1SG18CS066,9,10,10,10,10,CSE,3B
1SGE09,1SG18CS068,10,10,10,10,10,CSE,3B
1SGE09,1SG18CS069,10,10,10,10,7,CSE,3B
1SGE09,1SG18CS070,0,10,10,10,10,CSE,3B
1SGE14,1SG17CS001,10,10,10,10,10,CSE,5A
1SGE14,1SG17CS003,10,9,8,9,10,CSE,5A
1SGE14,1SG17CS004,7,6,7,9,10,CSE,5A
1SGE14,1SG17CS005,5,5,10,9,10,CSE,5A
1SGE14,1SG17CS006,4,10,9,9,10,CSE,5A
1SGE14,1SG17CS055,10,9,9,9,10,CSE,5B
1SGE14,1SG17CS056,10,6,9,7,10,CSE,5B
1SGE14,1SG17CS057,6,4,10,8,10,CSE,5B
1SGE14,1SG17CS058,7,9,8,10,6,CSE,5B
1SGE14,1SG17CS059,10,10,9,10,5,CSE,5B
